site.id	extra	term.x	estimate.x	std.error.x	statistic.x	p.value.x	deviance.x	df.residual.x	AIC.x	BIC.x	nobs.x	dispersion_parameter.x	term.y	estimate.y	std.error.y	statistic.y	p.value.y	deviance.y	df.residual.y	AIC.y	BIC.y	nobs.y	dispersion_parameter.y	term	estimate	std.error	statistic	p.value	deviance	df.residual	AIC	BIC	nobs	dispersion_parameter	RT.R_diff	RT.R_lwr	RT.R_upr	RT.R_p_value_adjusted	T.R_diff	T.R_lwr	T.R_upr	T.R_p_value_adjusted	T.RT_diff	T.RT_lwr	T.RT_upr	T.RT_p_value_adjusted	pop1	pop2	pst	rank	Chr.x	Start.x	End.x	Strand.x	Peak.Score.x	Focus.Ratio.Region.Size.x	Annotation.x	extra.x	Detailed.Annotation.x	Distance.to.TSS.x	Nearest.PromoterID.x	Entrez.ID.x	Nearest.Unigene.x	Nearest.Refseq.x	Nearest.Ensembl.x	Gene.Name.x	Gene.Alias.x	Gene.Description.x	Gene.Type.x	category.x	loci.id.x	Rr	Rr.var	T	T.var	RT	RT.var	type	n_cpgs.x	Annotation.y	category.y	region	n_cpgs.y	RU_13_R_VN96102_BL_ADL_M	RU_13_R_VN96106_BL_ADL_M	RU_13_R_VN96110_BL_ADL_M	RU_13_R_VN96113_BL_ADL_F	RU_13_R_VN96116_BL_ADL_M	RU_13_R_VN96117_BL_ADL_F	RU_13_R_VN96118_BL_ADL_F	RU_13_R_VN96122_BL_ADL_F	RU_13_R_VN96123_BL_ADL_M	RU_13_R_VN96124_BL_ADL_F	RU_13_R_VN96298_BL_ADL_F	RU_13_R_VN96300_BL_ADL_F	RU_13_RT_VN96011_BL_ADL_F	RU_13_RT_VN96022_BL_ADL_M	RU_13_RT_VN96023_BL_ADL_M	RU_13_RT_VN96026_BL_ADL_M	RU_13_RT_VN96034_BL_ADL_M	RU_13_RT_VN96035_BL_ADL_F	RU_13_RT_VN96037_BL_ADL_M	RU_13_RT_VN96053_BL_ADL_F	RU_13_RT_VN96054_BL_ADL_F	RU_13_RT_VN96055_BL_ADL_F	RU_13_RT_VN96056_BL_ADL_M	RU_13_RT_VN96076_BL_ADL_F	RU_13_RT_VN96078_BL_ADL_F	RU_13_RT_VN96091_BL_ADL_M	RU_13_RT_VN96136_BL_ADL_M	RU_13_RT_VN96137_BL_ADL_F	RU_13_RT_VN96138_BL_ADL_M	RU_13_RT_VN96141_BL_ADL_M	RU_13_RT_VN96144_BL_ADL_M	RU_13_RT_VN96145_BL_ADL_F	RU_13_RT_VN96151_BL_ADL_M	RU_13_RT_VN96152_BL_ADL_M	RU_13_RT_VN96153_BL_ADL_F	RU_13_RT_VN96154_BL_ADL_M	RU_13_RT_VN96158_BL_ADL_M	RU_13_RT_VN96159_BL_ADL_M	RU_13_RT_VN96161_BL_ADL_M	RU_13_RT_VN96163_BL_ADL_M	RU_13_RT_VN96165_BL_ADL_F	RU_13_RT_VN96166_BL_ADL_M	RU_13_RT_VN96171_BL_ADL_F	RU_13_RT_VN96180_BL_ADL_M	RU_13_RT_VN96182_BL_ADL_M	RU_13_RT_VN96190_BL_ADL_F	RU_13_RT_VN96194_BL_ADL_M	RU_13_RT_VN96198_BL_ADL_M	RU_13_RT_VN96200_BL_ADL_M	RU_13_T_NB019_BL_ADL_M	RU_13_T_NB027_BL_ADL_M	RU_13_T_NB028_BL_ADL_F	RU_13_T_NB029_BL_ADL_F	RU_13_T_NB031_BL_ADL_F	RU_13_T_NB033_BL_ADL_F	RU_13_T_NB038_BL_ADL_M	RU_13_T_NB040_BL_ADL_F	RU_13_T_NB041_BL_ADL_F	RU_17_T_NB022_BL_ADL_M	RU_17_T_NB030_BL_ADL_F	Chr.y	Start.y	End.y	Strand.y	Peak.Score.y	Focus.Ratio.Region.Size.y	Annotation	extra.y	Detailed.Annotation.y	Distance.to.TSS.y	Nearest.PromoterID.y	Entrez.ID.y	Nearest.Unigene.y	Nearest.Refseq.y	Nearest.Ensembl.y	Gene.Name.y	Gene.Alias.y	Gene.Description.y	Gene.Type.y	category	loci.id.y
chr09_3111885	meth	all_vcf	-0.55565843219289	0.247410493239283	-2.24589678844173	0.0319797754638299	1.18312717343176	31	NA	NA	35	0.0381653926913471	chr09_3111885.local	-6.51350236701664	6.63800758161724	-0.981243586562721	0.334069083560415	1.18312717343176	31	NA	NA	35	0.0381653926913471	chr09_3111885.snp	-0.000358275216715232	0.272087232314791	-0.00131676600062117	0.998957810320612	1.18312717343176	31	NA	NA	35	0.0381653926913471	0.0760924923583787	-0.00186178039379395	0.154046765110551	0.0567389442007354	0.100987534730339	0.0207968318668795	0.181178237593798	0.0114508061750904	0.0248950423719598	-0.0570800972918046	0.106870182035724	0.734443517373977	rustica.r	tytleri	0.209957593962842	411	chr09	3111886	3111885	+	1	NA	Intergenic	NA	Intergenic	106520	XM_040073969.1	PLEKHB2	XM_040073968	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr09_3111885	0.716229916508602	0.0056570192804419	0.81721745123894	0.00273952266024893	0.79232240886698	0.00681299854723035	other	1	Intergenic	opensea_Intergenic	opensea	1	0.63768115942029	0.739130434782609	0.698795180722892	0.761904761904762	0.8	0.822222222222222	0.694444444444444	0.777777777777778	0.60655737704918	NA	0.604166666666667	0.735849056603774	0.741176470588235	0.71264367816092	0.658227848101266	0.96	0.727272727272727	0.797619047619048	0.815789473684211	0.727272727272727	0.638095238095238	0.717391304347826	0.707692307692308	0.864406779661017	0.9375	0.783783783783784	0.779220779220779	0.813953488372093	0.807692307692308	0.7	0.892857142857143	0.934426229508197	NA	0.844155844155844	0.795180722891566	0.695652173913043	0.723404255319149	0.778947368421053	0.773809523809524	0.813559322033898	0.732558139534884	0.705882352941177	NA	0.850877192982456	0.769230769230769	0.724137931034483	0.677777777777778	0.710843373493976	0.790697674418605	0.855263157894737	0.758620689655172	0.867469879518072	0.827160493827161	0.712871287128713	0.803030303030303	0.819277108433735	0.855421686746988	0.705263157894737	0.842105263157895	0.869158878504673	chr09	3111886	3111885	+	1	NA	Intergenic	NA	Intergenic	106520	XM_040073969.1	PLEKHB2	XM_040073968	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr09_3111885
chr01_32166211	meth	all_vcf	-0.453801131140416	0.17179819748721	-2.64147783724099	0.0131609575858568	0.537495637860381	29	NA	NA	32	0.0185343323400131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr01_32166211.snp	-0.037429272805389	0.0750035756207982	-0.499033179359651	0.621520646167835	0.537495637860381	29	NA	NA	32	0.0185343323400131	-0.0156928911618358	-0.0714601205408171	0.0400743382171455	0.766846460491425	-0.0720745853196276	-0.129441720728169	-0.0147074499110863	0.0116560019863949	-0.0563816941577918	-0.115025386871554	0.00226199855596986	0.061271690129802	rustica.r	tytleri	0.2090393724025	419	chr01	32166212	32166211	+	1	NA	exon 	XM_040055308.1, exon 4 of 32)	mRNA-exon (XM_040055308.1, exon 4 of 32)	-67867	XM_040055313.1	TENM4	XM_040055308	NA	NA	NA	NA	NA	mRNA	opensea_exon 	chr01_32166211	0.798002475749483	0.00163025101093535	0.725927890429855	0.00390765800273699	0.782309584587647	0.00266488474163598	other	1	exon 	opensea_exon	opensea	1	0.805369127516778	0.755905511811024	NA	0.816666666666667	0.748663101604278	0.778350515463918	0.886486486486487	0.778409090909091	0.764397905759162	0.83974358974359	0.811764705882353	0.792270531400966	0.71563981042654	0.731132075471698	0.781914893617021	0.806451612903226	0.760416666666667	0.862944162436548	0.8	0.734375	0.796791443850267	0.76878612716763	0.815	0.81592039800995	0.78125	0.657894736842105	0.514285714285714	0.769953051643192	0.759259259259259	0.76	0.837349397590361	0.732984293193717	0.63855421686747	0.676470588235294	0.672897196261682	0.725609756097561	0.796610169491525	0.786259541984733	NA	0.733333333333333	0.682432432432432	0.745283018867924	0.720588235294118	0.777777777777778	0.78125	0.801932367149758	0.798657718120805	0.732984293193717	0.801169590643275	0.821428571428571	0.733668341708543	0.773399014778325	0.735751295336788	0.729257641921397	0.596774193548387	0.722826086956522	0.735294117647059	NA	0.674556213017751	0.745689655172414	chr01	32166212	32166211	+	1	NA	exon 	XM_040055308.1, exon 4 of 32)	mRNA-exon (XM_040055308.1, exon 4 of 32)	-67867	XM_040055313.1	TENM4	XM_040055308	NA	NA	NA	NA	NA	mRNA	opensea_exon 	chr01_32166211
chr11_12796197	meth	all_vcf	-0.547358788779276	0.213837158411666	-2.55969913201678	0.0157560639225626	1.22660952492678	30	NA	NA	34	0.0408869841642261	chr11_12796197.local	2.68013505323601	2.18227900906096	1.22813583510996	0.228944595687905	1.22660952492678	30	NA	NA	34	0.0408869841642261	chr11_12796197.snp	0.0727374607942526	0.132070342364258	0.550747877927342	0.585884866870825	1.22660952492678	30	NA	NA	34	0.0408869841642261	0.0973084396480736	0.000781588619873291	0.193835290676274	0.0478910079350395	0.126734844548137	0.0275629325246809	0.225906756571594	0.0103372758498367	0.0294264049000637	-0.0697455071233927	0.12859831692352	0.743809211825307	rustica.r	tytleri	0.20303930954199	471	chr11	12796198	12796197	+	1	NA	intron 	XM_040075313.1, intron 3 of 5)	mRNA-intron (XM_040075307.1, intron 7 of 9)	71265	XM_040075312.1	ZNF423	XM_040075310	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr11_12796197	0.477816437060122	0.00994586432728688	0.604551281608259	0.00608887949582291	0.575124876708195	0.00643803175247158	tytleri dominant	1	intron 	opensea_intron	opensea	1	0.445054945054945	0.450617283950617	NA	0.657142857142857	0.477707006369427	0.303030303030303	NA	0.516129032258065	0.584795321637427	0.496	0.369426751592357	0.478260869565217	0.571428571428571	0.464	0.544117647058823	0.478494623655914	0.372781065088757	0.678571428571429	0.653846153846154	0.374269005847953	0.594936708860759	0.566037735849057	0.653679653679654	0.563451776649746	0.509615384615385	0.564935064935065	0.434146341463415	0.497142857142857	0.426136363636364	0.696132596685083	0.46046511627907	0.598837209302326	NA	0.517441860465116	0.505747126436782	0.323170731707317	0.689473684210526	0.627659574468085	NA	0.343915343915344	0.36969696969697	0.326732673267327	0.566666666666667	0.64327485380117	0.55	0.484848484848485	0.609625668449198	0.521531100478469	0.43312101910828	0.542483660130719	0.594339622641509	0.604519774011299	0.726256983240223	0.542857142857143	0.682119205298013	0.692307692307692	0.514084507042254	0.662921348314607	0.50920245398773	0.546875	chr11	12796198	12796197	+	1	NA	intron 	XM_040075313.1, intron 3 of 5)	mRNA-intron (XM_040075307.1, intron 7 of 9)	71265	XM_040075312.1	ZNF423	XM_040075310	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr11_12796197
chr19_4649803_4650361	meth	all_vcf	-0.300621782880377	0.14661493342394	-2.05041721098848	0.0485897815901109	0.639682751019157	32	NA	NA	36	0.0199900859693486	chr19_4649803_4650361.local	-1.79777814743494	3.04542963612402	-0.590320040926314	0.559122245667106	0.639682751019157	32	NA	NA	36	0.0199900859693486	chr19_4649803_4650361.snp	0.228314157301293	0.155033560022506	1.47267570497736	0.150607029860158	0.639682751019157	32	NA	NA	36	0.0199900859693486	0.110922206048143	0.0401382597819532	0.181706152314332	0.00163933948266126	0.0871988439394328	0.0143014800773148	0.160096207801551	0.016552886427756	-0.0237233621087101	-0.0996806762502253	0.0522339520328051	0.722504411688908	rustica.r	tytleri	0.201058238690429	483	chr19	4650280	4650279	+	1	NA	Intergenic	NA	Intergenic	3787	XM_040082657.1	OVCA2	XM_040082657	NA	NA	NA	NA	NA	mRNA	island_Intergenic	chr19_4650279	0.550273538677215	0.00334041858845092	0.637472382616648	0.0032198933428688	0.661195744725358	0.0069425493358136	tytleri dominant	6	Intergenic	island_Intergenic	island	6	0.474178766347441	0.527946313660599	0.589426594953417	0.598089849199472	0.606797458777685	0.564078590785908	0.616236913927247	0.497999774622493	0.433065595716198	0.57020202020202	0.533246177869775	0.592014408064322	0.619712885154062	0.524813768631143	0.73915504677198	0.623835661205879	0.685990338164251	0.609471864864166	0.586058371098802	0.568572425164891	0.526965762092327	0.582066719305172	0.65635396679442	0.666388268978296	0.648534283709484	0.563336783988958	0.650806451612903	0.668272457099032	0.533792809983248	0.617450808494058	0.714771286301921	0.688870497694027	NA	0.591783762685402	0.602829942618675	0.585606060606061	0.59465737514518	0.604247196373181	0.601662738936894	0.489989657210402	0.595454071525389	0.594411517097542	0.66391575547181	0.561653116531165	0.737327419462416	0.617238562091503	0.822867816584224	0.486809202300575	0.563136835930954	0.655988600192464	0.619661118071714	0.608597104667289	0.562020232830054	0.592968985245408	0.657888407888408	0.66410029999434	0.528102167428316	0.65147762454264	0.616051357282573	0.759975337377578	chr19	4650280	4650279	+	1	NA	Intergenic	NA	Intergenic	3787	XM_040082657.1	OVCA2	XM_040082657	NA	NA	NA	NA	NA	mRNA	island_Intergenic	chr19_4650279
chr09_18393146_18395146	meth	all_vcf	-0.60122144390716	0.188619446527679	-3.18748387281973	0.00342617919039137	0.514660006555838	29	NA	NA	32	0.0177468967777875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr09_18393146_18395146.snp	0.184750921801564	0.122491334909208	1.50827747888047	0.142301796505304	0.514660006555838	29	NA	NA	32	0.0177468967777875	0.00210672494201863	-0.0478566490861863	0.0520700989702235	0.994018097909721	0.0592744494176878	0.00781930388770678	0.110729594947669	0.0214280224756686	0.0571677244756692	0.00355269032147533	0.110782758629863	0.0348360134550573	rustica.r	tytleri	0.199321722877354	509	chr09	18394013	18394012	+	1	NA	Intergenic	NA	Intergenic	39890	XR_005702481.1	SOX2	XR_005702478	NA	NA	NA	NA	NA	transcript	shore_Intergenic	chr09_18394012	0.165466794393238	0.00263166024287834	0.224741243810926	0.000650954057176579	0.167573519335256	0.00312409044377486	rustica dominant	10	Intergenic	shore_Intergenic	shore	10	0.109378709843413	0.104414254895336	0.142478243701379	0.190665382258305	0.146954612552822	0.154974236555845	0.211521392640019	0.197021837623126	0.271486604136355	0.0916162562013062	0.176863416440956	0.18822658586999	0.256505321449531	0.114898985970674	0.233010670245007	0.193879018088994	0.221527772328259	0.172782749481223	0.161959559718	0.219680565106595	0.158842470425242	0.132194214785706	0.170059337396189	0.131689074095285	0.230804852359328	0.171060320991374	0.142179746105707	0.13771916067944	0.162819362219475	0.169697418477323	0.150966395943561	0.0937463094617283	NA	0.144835510783733	0.145569158466658	0.13553193068947	0.171169439208823	0.237648964300576	0.290659150463421	0.145382910778715	0.180955103150181	0.180279453011018	0.141552379540643	0.351400007282323	0.0949377230956178	0.197130325229159	0.270631372267422	0.104946289413201	0.183826256591989	0.21737861480032	0.234288847117794	0.213871971230736	0.243521113639059	0.250769356778817	0.186211093423405	0.218982525961143	0.187260108167463	0.206803545736381	0.263196133588525	0.194451537758532	chr09	18394013	18394012	+	1	NA	Intergenic	NA	Intergenic	39890	XR_005702481.1	SOX2	XR_005702478	NA	NA	NA	NA	NA	transcript	shore_Intergenic	chr09_18394012
chr06_1874705_1876705	meth	all_vcf	0.241912965808626	0.107435960411681	2.25169454325763	0.031570855754251	0.328025730286549	31	NA	NA	35	0.0105814751705338	chr06_1874705_1876705.local	-1.1385943549354	0.458190454544499	-2.48498052205672	0.0185597755510765	0.328025730286549	31	NA	NA	35	0.0105814751705338	chr06_1874705_1876705.snp	-0.106026341633206	0.0868031052454925	-1.22145793440624	0.23112073352812	0.328025730286549	31	NA	NA	35	0.0105814751705338	-0.0374046302096416	-0.0840158040178573	0.00920654359857414	0.134420609008309	-0.0607216169479597	-0.108724474606673	-0.0127187592892462	0.0109815166973243	-0.0233169867383181	-0.0733348192866925	0.0267008458100563	0.4901635886156	rustica.r	tytleri	0.196843778301686	542	chr06	1875689	1875688	+	1	NA	intron 	XM_040072058.1, intron 5 of 17)	mRNA-intron (XM_040072058.1, intron 5 of 17)	19217	XM_040072058.1	LOC120756173	XM_040072058	NA	NA	NA	NA	NA	mRNA	shore_intron 	chr06_1875688	0.457125769142273	0.00270249939909333	0.396404152194313	0.00086285971663859	0.419721138932631	0.00195183482561062	other	6	intron 	shore_intron	shore	6	0.475273394241418	0.430324360938596	0.497255841100896	0.452185885425538	0.474275362318841	0.384880616088243	0.429644987632766	0.42371664978048	0.543836042249037	0.405462924859882	0.421109916418031	0.547543248653549	0.414616931807931	0.599220911347411	0.379929431299294	0.430449343993796	0.408628408628409	0.462546097651841	0.42734137331595	0.406518481518481	0.386190457299373	0.415486239592969	0.386434281983304	0.407593541920062	0.33426866991375	0.378066201832689	0.417275586607199	0.3823708549515	0.436293614839873	0.367491244001361	0.329909741674447	0.446101364522417	NA	0.440628815628816	0.445113442480927	0.51038724424587	0.461902846416121	0.430692598954519	0.425995024875622	0.525158232300477	0.442881692881693	0.542345277761911	0.481560283687943	0.28031550663084	0.474189814814815	0.417865985511361	0.444934388597663	0.464670694148306	0.437386608610275	0.422431865828092	0.398019785462856	0.421034864205066	0.335396825396825	0.399319362978777	0.420714285714286	0.398378522062733	0.41812865497076	0.430976430976431	0.362917512158985	0.4094243459412	chr06	1875689	1875688	+	1	NA	intron 	XM_040072058.1, intron 5 of 17)	mRNA-intron (XM_040072058.1, intron 5 of 17)	19217	XM_040072058.1	LOC120756173	XM_040072058	NA	NA	NA	NA	NA	mRNA	shore_intron 	chr06_1875688
chr08_10014801	meth	all_vcf	-0.421020841485543	0.177986722223526	-2.36546207619241	0.0242337957664794	0.742670470900623	32	NA	NA	36	0.0232084522156445	chr08_10014801.local	1.55766879877566	2.8091191445978	0.554504354780109	0.58308881165239	0.742670470900623	32	NA	NA	36	0.0232084522156445	chr08_10014801.snp	0.162426374190283	0.138928559181536	1.16913595841761	0.250984353214917	0.742670470900623	32	NA	NA	36	0.0232084522156445	0.0302011368275031	-0.0216995320250946	0.0821018056801009	0.334793193163678	0.0645360937163235	0.0110858109670798	0.117986376465567	0.0154923053190213	0.0343349568888204	-0.0213589626528562	0.0900288764304969	0.294648227567256	rustica.r	tytleri	0.196175882145861	553	chr08	10014802	10014801	+	1	NA	intron 	XM_040073573.1, intron 1 of 15)	mRNA-intron (XM_040073570.1, intron 1 of 14)	73233	XM_040073575.1	RNF220	XM_040073572	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr08_10014801	0.668419733355036	0.00262859190492991	0.732955827071359	0.00241946715114034	0.698620870182539	0.00210280510793975	other	1	intron 	opensea_intron	opensea	1	0.673611111111111	0.636363636363636	0.594594594594595	0.764331210191083	0.694444444444444	0.62111801242236	0.681481481481481	0.680981595092024	0.611570247933884	0.729281767955801	0.705521472392638	0.627737226277372	0.684684684684685	0.651898734177215	0.77	0.748344370860927	0.791304347826087	0.741935483870968	0.746987951807229	0.751515151515151	0.343558282208589	0.709677419354839	0.767605633802817	0.742424242424242	0.678832116788321	0.670391061452514	0.675862068965517	0.617647058823529	0.707482993197279	0.72189349112426	0.664383561643836	0.702898550724638	0.590361445783133	0.666666666666667	0.653061224489796	0.638888888888889	0.674846625766871	0.651315789473684	0.71875	0.612676056338028	0.662068965517241	0.678082191780822	0.549382716049383	0.615384615384615	0.774193548387097	0.637931034482759	0.669230769230769	0.634920634920635	0.668918918918919	0.795321637426901	0.77536231884058	0.689873417721519	0.757281553398058	0.67379679144385	0.657407407407407	0.75886524822695	0.737179487179487	0.710227272727273	0.767605633802817	0.72108843537415	chr08	10014802	10014801	+	1	NA	intron 	XM_040073573.1, intron 1 of 15)	mRNA-intron (XM_040073570.1, intron 1 of 14)	73233	XM_040073575.1	RNF220	XM_040073572	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr08_10014801
chr05_14471508	meth	all_vcf	-0.926619066899153	0.407921001443113	-2.27156499327327	0.0316244046699507	3.50330161419408	26	NA	NA	29	0.134742369776696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr05_14471508.snp	0.12941956362224	0.152173725286625	0.850472467428092	0.402826941203221	3.50330161419408	26	NA	NA	29	0.134742369776696	0.0355987611339964	-0.195991013011179	0.267188535279171	0.920343477607194	-0.249333892323181	-0.470343143823109	-0.0283246408232534	0.0254130447504241	-0.284932653457178	-0.534439256818114	-0.0354260500962412	0.0235787318672253	rustica.r	tytleri	0.194769766815879	574	chr05	14471509	14471508	+	1	NA	intron 	XR_005701535.1, intron 3 of 6)	lnc_RNA-intron (XR_005701533.1, intron 3 of 4)	104428	XR_005701533.1	LOC120754723	XR_005701534	NA	NA	NA	NA	NA	lnc_RNA	opensea_intron 	chr05_14471508	0.710027545986135	0.0156729510332455	0.460693653662954	0.0720977104967999	0.745626307120131	0.0109598424637607	rustica dominant	1	intron 	opensea_intron	opensea	1	0.622222222222222	0.813793103448276	0.592592592592593	0.708860759493671	NA	0.75	0.612244897959184	NA	0.792079207920792	0.555555555555556	0.967741935483871	0.685185185185185	0.679245283018868	0.581395348837209	0.641025641025641	0.849315068493151	0.657894736842105	0.656862745098039	0.841269841269841	0.702898550724638	0.653846153846154	0.688073394495413	0.789473684210526	NA	0.673913043478261	0.689320388349515	0.7	0.613861386138614	0.203125	0.504672897196262	0.638297872340426	NA	NA	0.681481481481481	0.693430656934307	NA	0.710344827586207	NA	0.626016260162602	0.703703703703704	0.63265306122449	0.649122807017544	0	0.724137931034483	NA	NA	0.934782608695652	0.764705882352941	0.711538461538462	NA	NA	0.22680412371134	0.114754098360656	0.708661417322835	0.592592592592593	0.719298245614035	0.452830188679245	0.0227272727272727	0.666666666666667	0.196078431372549	chr05	14471509	14471508	+	1	NA	intron 	XR_005701535.1, intron 3 of 6)	lnc_RNA-intron (XR_005701533.1, intron 3 of 4)	104428	XR_005701533.1	LOC120754723	XR_005701534	NA	NA	NA	NA	NA	lnc_RNA	opensea_intron 	chr05_14471508
chr21_296143_298143	meth	all_vcf	0.343428452799051	0.110705478927146	3.10218117592045	0.00416129661190427	0.258264767244151	30	NA	NA	33	0.00860882557480504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr21_296143_298143.snp	-0.1278290199471	0.0733741446919604	-1.74215345860251	0.0917267971289889	0.258264767244151	30	NA	NA	33	0.00860882557480504	-0.0449124918038715	-0.0890837621488537	-0.000741221458889246	0.0456852833967584	-0.0402761229620339	-0.0857662282251843	0.00521398230111655	0.0903188228786092	0.0046363688418376	-0.0427632356533162	0.0520359733369914	0.968260738381854	rustica.r	tytleri	0.194420014768545	580	chr21	297344	297343	+	1	NA	TTS 	XM_040084781.1)	mRNA-TTS (XM_040084781.1)	331	XM_040084779.1	TMEM82	XM_040084780	NA	NA	NA	NA	NA	mRNA	shore_TTS 	chr21_297343	0.732830372861286	0.00060028350942848	0.692554249899252	0.00209416529084464	0.687917881057415	0.00281277550880342	other	9	TTS 	shore_TTS	shore	9	0.734515937484909	0.737610435795447	0.708407523032771	0.741647914268387	0.754029747695385	0.72663343169604	0.723757468865284	0.731315006773722	0.723239857240742	0.760359626426474	0.773094019394146	0.679353505662126	0.708611437886572	0.778637050415143	0.726410650224979	0.654345476154731	0.7284605305003	0.710756416131705	0.678904839808752	0.691091124724732	0.706937571679896	0.749757031656655	0.771514126964643	0.645884992930255	0.662146789567552	0.67909259213123	0.723324515268166	0.670291307283302	0.779683654838453	0.717839370248495	0.672244532165501	0.690150188251621	NA	0.76978869384523	0.764548368030486	0.692925402229231	0.778182325032495	0.668703464921394	0.73913980591011	0.730545205990869	0.713173811279867	0.798404835473147	0.763054944296252	0.658494365127582	0.600128256211997	0.687762187175453	0.685188529734588	0.750452333075386	0.688089802230423	0.6997435599918	0.696059308618407	0.75694099865193	0.664206950471086	0.672791060485003	0.664088712817732	0.741520705385217	0.647606161866704	0.686563321768231	0.60959529760759	0.728041655064505	chr21	297344	297343	+	1	NA	TTS 	XM_040084781.1)	mRNA-TTS (XM_040084781.1)	331	XM_040084779.1	TMEM82	XM_040084780	NA	NA	NA	NA	NA	mRNA	shore_TTS 	chr21_297343
chr26_2024304	meth	all_vcf	-0.995022215723193	0.458225495983964	-2.17146846791348	0.0382183561105857	5.01529570093244	29	NA	NA	32	0.172941231066636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr26_2024304.snp	-0.282351452466827	0.238191511018164	-1.18539678958288	0.245483446720227	5.01529570093244	29	NA	NA	32	0.172941231066636	0.0117385748946793	-0.0920594197223105	0.115536569511669	0.957472222860918	-0.119713768470391	-0.22635607038657	-0.0130714665542128	0.0255307479282242	-0.131452343365071	-0.238094645281249	-0.0248100414488922	0.0135243929564262	rustica.r	tytleri	0.192902685531114	600	chr26	2024305	2024304	+	1	NA	intron 	XM_040085575.1, intron 20 of 20)	mRNA-intron (XM_040085573.1, intron 20 of 20)	7287	XM_040085576.1	ALX3	XM_040085576	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr26_2024304	0.706492051781514	0.00699399351108985	0.586778283311122	0.011437308629903	0.718230626676193	0.00804314013487358	rustica dominant	1	intron 	opensea_intron	opensea	1	0.602941176470588	0.758620689655172	0.710843373493976	0.817307692307692	0.693430656934307	NA	0.647058823529412	0.744	0.720588235294118	0.80952380952381	NA	0.560606060606061	0.761904761904762	0	0.801724137931034	0.8	0.84	0.676056338028169	NA	0.71551724137931	0.784313725490196	0.704918032786885	0.697478991596639	0.8203125	0.557142857142857	0.793650793650794	0.515625	0.619469026548673	0	0.609375	0.705479452054795	0.631578947368421	NA	0.778947368421053	0.759615384615385	0.47244094488189	0.888	0.647058823529412	0.602941176470588	0.530612244897959	0.666666666666667	0.711538461538462	0.7	0.787234042553192	0.63265306122449	0.776119402985075	0.635658914728682	0.65	0.730434782608696	0.55421686746988	0.435064935064935	0.703703703703704	0.644444444444444	0.409722222222222	0.676691729323308	0.575342465753425	0.563291139240506	0.303030303030303	0.690909090909091	0.590909090909091	chr26	2024305	2024304	+	1	NA	intron 	XM_040085575.1, intron 20 of 20)	mRNA-intron (XM_040085573.1, intron 20 of 20)	7287	XM_040085576.1	ALX3	XM_040085576	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr26_2024304
