site.id	R-G_diff	R-G_lwr	R-G_upr	R-G_p_value_adjusted	RG-G_diff	RG-G_lwr	RG-G_upr	RG-G_p_value_adjusted	RG-R_diff	RG-R_lwr	RG-R_upr	RG-R_p_value_adjusted	pop1	pop2	pst	rank	RU_13_R_VN96110_BL_ADL_M	RU_13_R_VN96113_BL_ADL_F	RU_13_R_VN96116_BL_ADL_M	RU_13_R_VN96117_BL_ADL_F	RU_13_R_VN96118_BL_ADL_F	RU_13_R_VN96122_BL_ADL_F	US_02_E_2171.28179_BL_ADL_U	US_02_E_2171.28186_BL_ADL_U	US_02_E_2171.28193_BL_ADL_U	US_02_E_3121.88807_BL_ADL_U	US_02_E_3121.88831_BL_ADL_U	US_02_E_3121.88841_BL_ADL_U	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	extra	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type	category	loci.id	Rr	Rr.var	G	G.var	RG	RG.var	type
chr08_593936_594306	-0.258312830885573	-0.401071591151136	-0.115554070620009	0.000362556456557472	-0.168263325260532	-0.311022085526096	-0.0255045649949684	0.0185324842280259	0.0900495056250407	-0.0596771452952839	0.239776156545365	0.309924854764987	gutturalis	rustica.r	0.425132691547405	11	0.344555374511907	0.392718400572201	0.408591518227886	0.3836589306698	0.280942140038699	0.43431326318791	0.215139182577406	0.587565211999482	0.679100117934402	0.649506724117832	0.49144632247212	0.206944513160602	chr08	594137	594136	+	1	NA	intron 	XM_040073482.1, intron 2 of 6)	mRNA-intron (XM_040073481.1, intron 2 of 7)	105791	XM_040073481.1	NEGR1	XM_040073482	NA	NA	NA	NA	NA	mRNA	island_intron 	chr08_594136	0.338581255968946	0.00507793231462903	0.596894086854519	0.0198784577066915	0.428630761593987	0.0231720276406774	rustica dominant
chr15_4773444_4773749	-0.0671222046186072	-0.10737061063556	-0.0268737986016539	0.000906644743169371	-0.0461761869324323	-0.0864245929493855	-0.00592778091547898	0.0221903673861161	0.0209460176861749	-0.0212668666691504	0.0631589020415003	0.444963425979308	gutturalis	rustica.r	0.421181381001191	12	0.416379923028859	0.469295611400875	0.43777360921288	0.488705496207027	0.441521486643438	0.415011924746362	0.408932271204775	0.362022835515906	0.429926292786429	0.442321372993642	0.482784780578898	0.458047611507241	chr15	4773557	4773556	+	1	NA	Intergenic	NA	Intergenic	-1361	XM_040081001.1	CRYBB1	XM_040081001	NA	NA	NA	NA	NA	mRNA	shore_Intergenic	chr15_4773556	0.43355384427906	0.000777079325500966	0.500676048897667	0.000764606871438982	0.454499861965235	0.00248772385520478	rustica dominant
chr05_44763574	0.256103652314546	0.143664016096299	0.368543288532793	1.917410635488e-05	0.146072624881905	0.0336329886636587	0.258512261100152	0.00920484365520424	-0.110031027432641	-0.225391660108892	0.00532960524361036	0.0636292791458657	gutturalis	rustica.r	0.41970260817952	13	0.841269841269841	0.585492227979275	0.593220338983051	0.603092783505155	0.575129533678757	0.746031746031746	0.75	0.503448275862069	0.5	0.435374149659864	0.401408450704225	0.355932203389831	chr05	44763575	44763574	+	1	NA	intron 	XM_040067690.1, intron 6 of 8)	mRNA-intron (XM_040067690.1, intron 6 of 8)	25208	XM_040067690.1	EHF	XM_040067690	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr05_44763574	0.653282998530167	0.0107315144509105	0.397179346215621	0.0075184363258364	0.543251971097526	0.0109742893863894	rustica dominant
chr20_14120064	-0.163212955227935	-0.260713833285467	-0.0657120771704041	0.00102465144661934	-0.0107237320142032	-0.10192745216443	0.0804799881360236	0.953148221564701	0.152489223213732	0.0549883451562009	0.249990101271263	0.00199177919639648	gutturalis	rustica.r	0.417994960012988	14	0.560606060606061	0.776595744680851	NA	0.714285714285714	0.712121212121212	0.890909090909091	0.835294117647059	0.833333333333333	0.867924528301887	0.482758620689655	NA	0.373493975903614	chr20	14120065	14120064	+	1	NA	promoter-TSS 	XM_040079760.1)	mRNA-promoter-TSS (XM_040079760.1)	30	XM_040079761.1	DLGAP4	XM_040079764	NA	NA	NA	NA	NA	mRNA	opensea_promoter-TSS 	chr20_14120064	0.714490613444224	0.0107113121477476	0.877703568672159	0.00297809383284893	0.866979836657956	0.00530049693520348	gutturalis dominant
chr01_73684955	-0.30525350837992	-0.485175736058509	-0.125331280701332	0.000852352989906269	-0.125631565763412	-0.305553793442001	0.0542906619151762	0.209187832821913	0.179621942616508	0.00507174282468453	0.354172142408332	0.0428953168385287	gutturalis	rustica.r	0.412722182990757	15	0.5	0.340740740740741	0.184210526315789	0.335526315789474	0.575757575757576	0.145833333333333	0.394230769230769	0.333333333333333	0.191176470588235	0.153153153153153	0.229508196721311	0.183673469387755	chr01	73684956	73684955	+	1	NA	Intergenic	NA	Intergenic	-3054	XR_005699515.1	LOC120749066	XR_005699516	NA	NA	NA	NA	NA	lnc_RNA	opensea_Intergenic	chr01_73684955	0.37112633737008	0.0232773092106219	0.676379845750001	0.0122308740764993	0.550748279986588	0.0288707495139981	gutturalis dominant
chr01_111237433_111238849	-0.162637194940283	-0.254078218402298	-0.0711961714782676	0.000442866416097032	-0.0359090813584105	-0.127350104820426	0.0555319421036049	0.59831904906772	0.126728113581873	0.0308239590891763	0.222632268074569	0.00795851584862395	gutturalis	rustica.r	0.403756298267088	16	0.596667757417103	0.632323232323232	0.443262411347518	0.604231832812004	0.60472238978807	0.585416666666667	0.657893901897328	0.686262768580486	0.705882352941177	0.725490196078431	0.546296296296296	0.768776435620927	chr01	111238818	111238817	+	1	NA	Intergenic	NA	Intergenic	208894	XM_040055785.1	BCOR	XM_040055787	NA	NA	NA	NA	NA	mRNA	shore_Intergenic	chr01_111238817	0.608368926725275	0.0109101097244667	0.771006121665558	0.00303476949382874	0.735097040307148	0.00708130211486584	gutturalis dominant
chr01A_40799028	0.253894289897219	0.0897828667512909	0.418005713043148	0.00195942305042007	0.0941100969523496	-0.0700013261935789	0.258221520098278	0.343138543748709	-0.15978419294487	-0.331905705626115	0.0123373197363759	0.0725725425097653	gutturalis	rustica.r	0.403755504495106	17	0.872340425531915	1	0.911392405063291	0.96551724137931	0.903614457831325	0.930232558139535	0.945205479452055	0.641666666666667	0.862745098039216	0.51	0.40495867768595	0.525641025641026	chr01A	40799029	40799028	+	1	NA	intron 	XM_040062893.1, intron 27 of 37)	mRNA-intron (XM_040062893.1, intron 27 of 37)	126022	XM_040062892.1	ACSS3	XM_040062891	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr01A_40799028	0.918047628353336	0.00130578732864651	0.664153338456117	0.031904815324139	0.758263435408466	0.0289830378692453	other
chr12_4891412	-0.152077623952315	-0.251224770482148	-0.0529304774224823	0.00213066592566813	-0.0799405817792941	-0.179087728309127	0.019206564750539	0.131381854190392	0.0721370421730213	-0.0318493623782901	0.176123446724333	0.215547739131022	gutturalis	rustica.r	0.403477419805461	18	0.185897435897436	0.237704918032787	0.150943396226415	0.211382113821138	0.206060606060606	0.0608695652173913	0.336283185840708	0.272727272727273	0.25	0.202127659574468	0.284552845528455	0.261261261261261	chr12	4891413	4891412	+	1	NA	intron 	XM_040076502.1, intron 2 of 19)	mRNA-intron (XM_040076499.1, intron 2 of 20)	33135	XM_040076500.1	SFMBT1	XM_040076500	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr12_4891412	0.169399428053347	0.00651126226003047	0.321477052005662	0.0053686836149307	0.241536470226368	0.012389283825637	other
chr14_13871753	0.184810289559101	0.0729124015096052	0.296708177608597	0.0010054898345393	0.112437840681012	0.000539952631515489	0.224335728730508	0.0487333910461528	-0.0723724488780897	-0.189731943955954	0.0449870461997749	0.292709120186856	gutturalis	rustica.r	0.400994330567142	19	0.469135802469136	0.393333333333333	0.575471698113208	0.357664233576642	0.328358208955224	0.397350993377483	0.225225225225225	0.482758620689655	0.254545454545455	0.457446808510638	0.376344086021505	0.373626373626374	chr14	13871754	13871753	+	1	NA	TTS 	XM_040079515.1)	mRNA-TTS (XM_040079515.1)	7268	XM_040079515.1	NT5M	XM_040079515	NA	NA	NA	NA	NA	mRNA	opensea_TTS 	chr14_13871753	0.427399145020858	0.00964380875729772	0.242588855461757	0.00513561073457706	0.355026696142768	0.0165591349855778	rustica dominant
chr11_8690817	-0.106260479751526	-0.174122002369076	-0.0383989571339749	0.00173942581081643	-0.00149949862676924	-0.0693610212443199	0.0663620239907814	0.998339343646243	0.104760981124756	0.0335872157531703	0.175934746496342	0.00314722279443791	gutturalis	rustica.r	0.400378861465867	20	0.482142857142857	0.530120481927711	0.531645569620253	0.412371134020619	0.54954954954955	0.62	0.495934959349593	0.528735632183908	0.579710144927536	0.457446808510638	0.596385542168675	0.553398058252427	chr11	8690818	8690817	+	1	NA	intron 	XM_040075241.1, intron 3 of 12)	mRNA-intron (XM_040075241.1, intron 3 of 12)	26614	XM_040075650.1	SLC38A8	XM_040075650	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr11_8690817	0.550064055426301	0.0019588315572394	0.656324535177827	0.00257211011902726	0.654825036551057	0.00682434109320735	gutturalis dominant
chr12_19615734	-0.0792681267859339	-0.138665927008488	-0.0198703265633796	0.0073496525518516	-0.0668005361643795	-0.126198336386934	-0.00740273594182525	0.0252358713334025	0.0124675906215543	-0.0498293478137036	0.0747645290568123	0.873221594042827	gutturalis	rustica.r	0.399628576702107	21	0.121794871794872	0.120481927710843	0.188118811881188	0.0802919708029197	0.1015625	0.125	0.087719298245614	0.0833333333333333	0.07	0.055045871559633	0.036144578313253	0.0866141732283465	chr12	19615735	19615734	+	1	NA	intron 	XM_040076516.1, intron 56 of 57)	mRNA-intron (XM_040076507.1, intron 61 of 62)	-57246	XM_040076710.1	BHLHE40	XM_040076710	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr12_19615734	0.130310504939709	0.000950540229142834	0.209578631725643	0.00195552245531572	0.142778095561263	0.00579713283243865	rustica dominant
chr26_5081199	0.23160285943542	0.102047197463506	0.361158521407334	0.000485550476339913	0.0843380911568383	-0.0492048285199164	0.217881010833593	0.273520641900212	-0.147264768278582	-0.280807687955337	-0.0137218486018269	0.0288027680535911	gutturalis	rustica.r	0.393049786845339	22	0.377777777777778	0.41304347826087	0.53125	0.544117647058823	0.477272727272727	0.526315789473684	0.411764705882353	0.552238805970149	0.410958904109589	0.192982456140351	0.311475409836066	0.632075471698113	chr26	5081200	5081199	+	1	NA	Intergenic	NA	Intergenic	-33273	XM_040085534.1	CAMK1G	XM_040085535	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr26_5081199	0.49428367525156	0.00581354109724079	0.26268081581614	0.0162683148605893	0.347018906972978	0.0143339377677734	gutturalis dominant
chr28_4341493	-0.136535269320402	-0.272111336683276	-0.00095920195752755	0.048152763335562	-0.130262245713417	-0.265838313076291	0.00531382164945712	0.0614228294865653	0.00627302360698467	-0.13592035544331	0.14846640265728	0.993398213341588	gutturalis	rustica.r	0.390428765418601	23	0.568493150684932	0.584905660377358	0.607843137254902	0.481927710843373	0.626016260162602	0.532786885245902	0.549707602339181	0.597883597883598	0.674556213017751	0.423076923076923	0.625	0.620253164556962	chr28	4341494	4341493	+	1	NA	intron 	XM_040086947.1, intron 1 of 6)	mRNA-intron (XM_040086945.1, intron 1 of 7)	2846	XM_040086947.1	MBD3	XM_040086945	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr28_4341493	0.535562575814976	0.0074943754330061	0.672097845135378	0.00319923610658795	0.541835599421961	0.0363959307568006	other
chr05_60432781	-0.138921182888931	-0.218017775355494	-0.0598245904223669	0.000511565080242971	-0.0414168795716795	-0.120513472038243	0.0376797128948841	0.407241708004448	0.097504303317251	0.0145470972782105	0.180461509356292	0.0188887571110714	gutturalis	rustica.r	0.386197936783462	24	0.826923076923077	0.730769230769231	0.631578947368421	0.684210526315789	0.842105263157895	0.727272727272727	0.90625	0.85	0.714285714285714	NA	0.771929824561403	0.857142857142857	chr05	60432782	60432781	+	1	NA	Intergenic	NA	Intergenic	-13900	XM_040068507.1	LMO2	XM_040068504	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr05_60432781	0.7723826862836	0.00604858806615114	0.911303869172531	0.00304895874750745	0.869886989600851	0.00644024480002088	gutturalis dominant
chr01A_43607011	-0.112980862313512	-0.185412528187866	-0.0405491964391581	0.00180721041996268	-0.0506550016307912	-0.123086667505145	0.0217766642435628	0.210549557795518	0.0623258606827209	-0.0136411113740055	0.138292832739447	0.122995585542783	gutturalis	rustica.r	0.383645519497976	25	0.523809523809524	0.510869565217391	0.484210526315789	0.376470588235294	0.547169811320755	0.555555555555556	0.581818181818182	0.333333333333333	0.481927710843373	0.379746835443038	0.525641025641026	0.433333333333333	chr01A	43607012	43607011	+	1	NA	Intergenic	NA	Intergenic	-52019	XM_040063363.1	MGAT4C	XM_040063367	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr01A_43607011	0.485607204654159	0.00360561147669816	0.598588066967671	0.00267756279875553	0.54793306533688	0.00671621766612493	other
chr07_30113273_30115273	-0.217372564993774	-0.309899959445784	-0.124845170541764	1.09170666732217e-05	-0.100547996630922	-0.193075391082932	-0.00802060217891207	0.0312144877093381	0.116824568362852	0.0197810183634547	0.21386811836225	0.016012403852507	gutturalis	rustica.r	0.382114976613259	26	0.349534161490683	0.359523809523809	0.647726269315673	0.727093520109246	0.532917052112242	0.516190476190476	0.534190442644124	0.511111111111111	0.645833333333333	0.666493180067469	0.565641025641026	0.593960157340439	chr07	30113320	30113319	+	1	NA	exon 	XM_040070407.1, exon 1 of 1)	mRNA-exon (XM_040070407.1, exon 1 of 1)	866	XM_040070407.1	TSSK6	XM_040070407	NA	NA	NA	NA	NA	mRNA	shore_exon 	chr07_30113319	0.453438647197494	0.00998642859052747	0.670811212191268	0.0058207199877598	0.570263215560347	0.00504325321923477	co-dominant
chr01_73731610	-0.150204836052401	-0.230346890723507	-0.070062781381294	0.000251589161662791	-0.0728880999775244	-0.155739249128466	0.00996304917341667	0.0923121776374977	0.0773167360748763	-0.00932383068413185	0.163957302833884	0.0867464704487307	gutturalis	rustica.r	0.3792998185336	27	0.864285714285714	0.711864406779661	0.763636363636364	0.641025641025641	0.793650793650794	0.763440860215054	0.772727272727273	0.795454545454545	0.735294117647059	0.859504132231405	0.771186440677966	0.900990099009901	chr01	73731611	73731610	+	1	NA	Intergenic	NA	Intergenic	-49709	XR_005699515.1	LOC120749066	XR_005699516	NA	NA	NA	NA	NA	lnc_RNA	opensea_Intergenic	chr01_73731610	0.744693195816585	0.0068354872406468	0.894898031868986	0.00242861792156941	0.822009931891461	0.00701977421409515	other
chr06_35745196	0.451923263608318	0.0324884914945049	0.871358035722131	0.0331558089943002	0.243802382935313	-0.105726593826198	0.593331359696824	0.208920688436821	-0.208120880673005	-0.641874933815752	0.225633172469742	0.462612424113925	gutturalis	rustica.r	0.37762505758402	28	0.9	0.355555555555556	NA	0.764705882352941	NA	0	0.829411764705882	0	0	NA	0.71875	0.774193548387097	chr06	35745197	35745196	+	1	NA	intron 	XM_040071218.1, intron 4 of 15)	mRNA-intron (XM_040071217.1, intron 4 of 15)	57687	XM_040071218.1	INPP5A	XM_040071217	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr06_35745196	0.566295564339043	0.14454760704465	0.114372300730725	0.0370628724433575	0.358174683666038	0.144935551499638	other
chr18_755207	-0.154089221967061	-0.286655803955719	-0.0215226399784033	0.0203564516430519	0.0590719259556738	-0.0734946560329841	0.191638507944332	0.518250920585747	0.213161147922735	0.0741241437613568	0.352198152084113	0.00214056468282964	gutturalis	rustica.r	0.377601695661325	29	0.0594059405940594	0.0588235294117647	0.20353982300885	0.0947368421052632	0.047244094488189	0.18796992481203	0.438709677419355	0.0928571428571429	0.219512195121951	0.320754716981132	0.132231404958678	0.344262295081967	chr18	755208	755207	+	1	NA	intron 	XM_040081626.1, intron 6 of 7)	mRNA-intron (XM_040081624.1, intron 1 of 2)	12866	XM_040081624.1	STX8	XM_040081624	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr18_755207	0.117205775492343	0.00483723714654749	0.271294997459404	0.00683570438497784	0.330366923415078	0.032405007811085	gutturalis dominant
chr11_5158628	-0.0710071399522457	-0.161319411826804	0.0193051319223121	0.138386846433977	-0.0877042008850644	-0.174473425052361	-0.000934976717768154	0.0473639727168984	-0.0166970609328186	-0.107009332807376	0.0736152109417392	0.884210184121142	gutturalis	rustica.r	0.37749218440679	30	NA	NA	0.767241379310345	0.726315789473684	0.76	0.746376811594203	0.688888888888889	NA	0.737704918032787	0.693548387096774	0.764227642276423	0.795918367346939	chr11	5158629	5158628	+	1	NA	intron 	XR_005702635.1, intron 2 of 5)	lnc_RNA-intron (XR_005702634.1, intron 2 of 6)	92338	XR_005702635.1	LOC120757741	XR_005702634	NA	NA	NA	NA	NA	lnc_RNA	opensea_intron 	chr11_5158628	0.763535367219639	0.00135624029290079	0.834542507171885	0.00106339134872057	0.746838306286821	0.00915133050226066	other
chr12_20582400	-0.144766320693133	-0.249505776271327	-0.0400268651149402	0.00549365743834673	-0.0417636723593242	-0.146503127937517	0.0629757832188691	0.589080423433066	0.103002648333809	-0.00684901942912441	0.212854316096743	0.0692021925134574	gutturalis	rustica.r	0.37496415093503	31	0.477941176470588	0.605839416058394	0.594936708860759	0.335820895522388	0.463768115942029	0.381944444444444	0.449275362318841	0.495798319327731	0.359712230215827	0.55	0.403846153846154	0.454545454545455	chr12	20582401	20582400	+	1	NA	intron 	XM_040076181.1, intron 6 of 36)	mRNA-intron (XM_040076181.1, intron 6 of 36)	21087	XM_040076181.1	PLXND1	XM_040076181	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr12_20582400	0.476474305571853	0.00835946458532157	0.621240626264987	0.00713399779486126	0.579476953905663	0.0113050973628626	other
chr17_2878546	0.328510939588411	0.146580754187994	0.510441124988827	0.000390140079096657	0.19215577567507	0.00407568479735876	0.380235866552781	0.0445570905702493	-0.136355163913341	-0.333037597853312	0.0603272700266303	0.215209741138621	gutturalis	rustica.r	0.374857748768735	32	0.5	0.467741935483871	0.344262295081967	0.396825396825397	0.416666666666667	0.523809523809524	0.205607476635514	0	0.4	0.333333333333333	0.425373134328358	0	chr17	2878547	2878546	+	1	NA	Intergenic	NA	Intergenic	43535	XM_040083469.1	OLFM1	XM_040083470	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr17_2878546	0.393269432113442	0.0284426984782167	0.0647584925250316	0.0138267806404155	0.256914268200101	0.0420538449763753	rustica dominant
