chrom	start	end	rate
NC_053451.1	12700000	12800000	2.187805455e-07
NC_053451.1	12800000	12900000	2.931741514e-07
NC_053451.1	12900000	13000000	2.517876078e-07
NC_053451.1	13000000	13100000	3.97337876e-07
NC_053451.1	13100000	13200000	4.581675993e-07
NC_053451.1	13200000	13300000	3.844108993e-07
NC_053451.1	13300000	13400000	3.290415303e-07
NC_053451.1	13400000	13500000	2.525327233e-07
NC_053451.1	13500000	13600000	1.339365569e-07
NC_053451.1	13600000	13700000	1.339365569e-07
NC_053451.1	13700000	13800000	2.87079905e-07
NC_053451.1	13800000	13900000	2.998695339e-07
NC_053451.1	13900000	14000000	3.12069992e-07
NC_053451.1	14000000	14100000	3.544120304e-07
NC_053451.1	14100000	14200000	4.428915685e-07
NC_053451.1	14200000	14300000	4.312497402e-07
NC_053451.1	14300000	14400000	3.671483161e-07
NC_053451.1	14400000	14500000	3.384834219e-07
NC_053451.1	14500000	14600000	4.104537472e-07
NC_053451.1	14600000	14700000	4.666653331e-07
NC_053451.1	14700000	14800000	4.553424243e-07
NC_053451.1	14800000	14900000	4.426611961e-07
NC_053451.1	14900000	15000000	3.86034719e-07
NC_053451.1	15000000	15100000	4.028035486e-07
NC_053451.1	15100000	15200000	3.923996161e-07
NC_053451.1	15200000	15300000	3.520123871e-07
NC_053451.1	15300000	15400000	3.294591608e-07
NC_053451.1	15400000	15500000	1.536064722e-07
NC_053451.1	15500000	15600000	1.513771415e-07
NC_053451.1	15600000	15700000	2.03688972e-07
NC_053451.1	15700000	15800000	2.064633476e-07
NC_053451.1	15800000	15900000	3.253974905e-07
NC_053451.1	15900000	16000000	8.758937857e-08
NC_053451.1	16000000	16100000	2.621511112e-07
NC_053451.1	16100000	16200000	2.752840287e-07
NC_053451.1	16200000	16300000	2.757584261e-07
NC_053451.1	16300000	16400000	2.758219324e-07
NC_053451.1	16400000	16500000	1.370775645e-07
NC_053451.1	16500000	16600000	2.927710646e-07
NC_053451.1	16600000	16700000	9.473280782e-07
NC_053451.1	16700000	16800000	3.525236245e-07
NC_053451.1	16800000	16900000	2.856678826e-07
NC_053451.1	16900000	17000000	2.840376869e-07
NC_053451.1	17000000	17100000	3.259522673e-07
NC_053451.1	17100000	17200000	3.658533259e-07
NC_053451.1	17200000	17300000	3.778186981e-07
NC_053451.1	17300000	17400000	3.95468812e-07
NC_053451.1	17400000	17500000	3.942969761e-07
NC_053451.1	17500000	17600000	5.328959089e-07
NC_053451.1	17600000	17700000	4.915907234e-07
NC_053451.1	17700000	17800000	5.19884009e-07
NC_053451.1	17800000	17900000	5.357282015e-07
NC_053451.1	17900000	18000000	4.775552368e-07
NC_053451.1	18000000	18100000	4.358812464e-07
NC_053451.1	18100000	18200000	1.900522571e-07
NC_053451.1	18200000	18300000	3.138207965e-07
NC_053451.1	18300000	18400000	4.015324087e-07
NC_053451.1	18400000	18500000	2.699387894e-07
NC_053451.1	18500000	18600000	3.813423849e-07
NC_053451.1	18600000	18700000	3.449894961e-07
NC_053451.1	18700000	18800000	3.738959884e-07
NC_053451.1	18800000	18900000	4.487803299e-07
NC_053451.1	18900000	19000000	3.668389252e-07
NC_053451.1	19000000	19100000	3.012440655e-07
NC_053451.1	19100000	19200000	2.500045583e-07
NC_053451.1	19200000	19300000	2.644245564e-07
NC_053451.1	19300000	19400000	3.23944176e-07
NC_053451.1	19400000	19500000	4.083288765e-07
NC_053451.1	19500000	19600000	4.693871876e-07
NC_053451.1	19600000	19700000	3.434697818e-07
NC_053451.1	19700000	19800000	3.081524073e-07
NC_053451.1	19800000	19900000	4.041470931e-07
NC_053451.1	19900000	20000000	4.059960252e-07
NC_053451.1	20000000	20100000	3.866580077e-07
NC_053451.1	20100000	20200000	2.921485269e-07
NC_053451.1	20200000	20300000	3.540476107e-07
NC_053451.1	20300000	20400000	3.567028756e-07
NC_053451.1	20400000	20500000	5.22151486e-07
NC_053451.1	20500000	20600000	3.246326465e-07
NC_053451.1	20600000	20700000	1.997339673e-07
NC_053451.1	20700000	20800000	3.570659929e-07
NC_053451.1	20800000	20900000	3.768112096e-07
NC_053451.1	20900000	21000000	3.019813483e-07
NC_053451.1	21000000	21100000	2.606867517e-07
NC_053451.1	21100000	21200000	1.901824295e-07
NC_053451.1	21200000	21300000	2.379795589e-07
NC_053451.1	21300000	21400000	2.950701181e-07
NC_053451.1	21400000	21500000	3.604036909e-07
NC_053451.1	21500000	21600000	1.752264403e-07
NC_053451.1	21600000	21700000	1.696419413e-07
NC_053451.1	21700000	21800000	2.31005913e-07
NC_053451.1	21800000	21900000	4.970914926e-07
NC_053451.1	21900000	22000000	3.089660301e-07
NC_053451.1	22000000	22100000	2.402568404e-07
NC_053451.1	22100000	22200000	3.660285817e-07
NC_053451.1	22200000	22300000	1.647459393e-07
NC_053451.1	22300000	22400000	8.447409781e-08
NC_053451.1	22400000	22500000	2.615473764e-08
NC_053451.1	22500000	22600000	6.021838387e-08
NC_053451.1	22600000	22700000	6.021838387e-08
NC_053451.1	22700000	22800000	1.218442732e-07
NC_053451.1	22800000	22900000	5.21743756e-08
NC_053451.1	22900000	23000000	1.808705806e-07
NC_053451.1	23000000	23100000	2.994699336e-07
NC_053451.1	23100000	23200000	1.997663822e-07
NC_053451.1	23200000	23300000	2.975936768e-07
NC_053451.1	23300000	23400000	6.419311192e-07
NC_053451.1	23400000	23500000	1.499980292e-07
NC_053451.1	23500000	23600000	2.214629384e-07
NC_053451.1	23600000	23700000	2.630353218e-07
NC_053451.1	23700000	23800000	2.379715873e-07
NC_053451.1	23800000	23900000	2.14112318e-07
NC_053451.1	23900000	24000000	1.08910709e-07
NC_053451.1	24000000	24100000	2.364135216e-07
NC_053451.1	24100000	24200000	2.782089222e-07
NC_053451.1	24200000	24300000	2.390757152e-07
NC_053451.1	24300000	24400000	2.428642891e-07
NC_053451.1	24400000	24500000	3.066659519e-07
NC_053451.1	24500000	24600000	2.827278303e-07
NC_053451.1	24600000	24700000	3.122985058e-07
NC_053451.1	24700000	24800000	2.768598073e-07
NC_053451.1	24800000	24900000	2.717172036e-07
NC_053451.1	24900000	25000000	2.307063246e-07
NC_053451.1	25000000	25100000	2.237819668e-07
NC_053451.1	25100000	25200000	3.592938349e-07
NC_053451.1	25200000	25300000	4.56921416e-07
NC_053451.1	25300000	25400000	4.668827071e-07
NC_053451.1	25400000	25500000	3.09321379e-07
NC_053451.1	25500000	25600000	2.526855e-07
NC_053451.1	25600000	25700000	2.428765053e-07
NC_053451.1	25700000	25800000	2.265588997e-07
NC_053451.1	25800000	25900000	2.916568117e-07
NC_053451.1	25900000	26000000	5.857492777e-07
NC_053451.1	26000000	26100000	2.98179608e-07
NC_053451.1	26100000	26200000	8.206134619e-07
NC_053451.1	26200000	26300000	2.789871828e-07
NC_053451.1	26300000	26400000	3.088956583e-07
NC_053451.1	26400000	26500000	2.680978237e-07
NC_053451.1	26500000	26600000	2.671761059e-07
NC_053451.1	26600000	26700000	1.9078766e-07
NC_053451.1	26700000	26800000	4.690357803e-07
NC_053451.1	26800000	26900000	1.195015301e-07
NC_053451.1	26900000	27000000	2.318304173e-07
NC_053451.1	27000000	27100000	2.69673382e-07
NC_053451.1	27100000	27200000	3.458296321e-07
NC_053451.1	27200000	27300000	2.792633675e-07
NC_053451.1	27300000	27400000	2.466019377e-07
NC_053451.1	27400000	27500000	3.382385236e-07
NC_053451.1	27500000	27600000	4.823411499e-07
NC_053451.1	27600000	27700000	4.964604345e-07
NC_053451.1	27700000	27800000	4.228686276e-07
NC_053451.1	27800000	27900000	3.2624073e-07
NC_053451.1	27900000	28000000	2.409115445e-07
NC_053451.1	28000000	28100000	1.811121071e-07
NC_053451.1	28100000	28200000	1.469163627e-07
NC_053451.1	28200000	28300000	3.525836637e-07
NC_053451.1	28300000	28400000	4.341855909e-07
NC_053451.1	28400000	28500000	3.616557082e-07
NC_053451.1	28500000	28600000	4.891934357e-07
NC_053451.1	28600000	28700000	4.653903453e-07
NC_053451.1	28700000	28800000	4.296466756e-07
NC_053451.1	28800000	28900000	4.152005622e-07
NC_053451.1	28900000	29000000	3.883373868e-07
NC_053451.1	29000000	29100000	2.77461099e-07
NC_053451.1	29100000	29200000	2.062290341e-07
NC_053451.1	29200000	29300000	3.155558731e-07
NC_053451.1	29300000	29400000	3.077752963e-07
NC_053451.1	29400000	29500000	1.909017862e-07
NC_053451.1	29500000	29600000	1.909017862e-07
NC_053451.1	29600000	29700000	2.547833172e-07
NC_053451.1	29700000	29800000	1.118379472e-07
NC_053451.1	29800000	29900000	2.248721185e-07
NC_053451.1	29900000	30000000	2.975648792e-07
NC_053451.1	30000000	30100000	2.026116424e-07
NC_053451.1	30100000	30200000	1.257154498e-07
NC_053451.1	30200000	30300000	2.637089942e-07
NC_053451.1	30300000	30400000	4.128398847e-07
NC_053451.1	30400000	30500000	2.682916842e-07
NC_053451.1	30500000	30600000	1.463991176e-07
NC_053451.1	30600000	30700000	1.843589207e-07
NC_053451.1	30700000	30800000	2.166731132e-07
NC_053451.1	30800000	30900000	2.378901458e-07
NC_053451.1	30900000	31000000	2.723790211e-07
NC_053451.1	31000000	31100000	3.445295525e-07
NC_053451.1	31100000	31200000	4.573959038e-07
NC_053451.1	31200000	31300000	2.332031848e-07
NC_053451.1	31300000	31400000	6.841915412e-07
NC_053451.1	31400000	31500000	1.32441142e-07
NC_053451.1	31500000	31600000	2.014249582e-07
NC_053451.1	31600000	31700000	3.380948434e-07
NC_053451.1	31700000	31800000	3.497829916e-07
NC_053451.1	31800000	31900000	2.190819867e-07
NC_053451.1	31900000	32000000	1.903582714e-08
NC_053451.1	32000000	32100000	3.31763063e-08
NC_053451.1	32100000	32200000	1.27620794e-07
NC_053451.1	32200000	32300000	1.058969346e-07
NC_053451.1	32300000	32400000	8.351508827e-08
NC_053451.1	32400000	32500000	8.351508827e-08
NC_053451.1	32500000	32600000	1.142522869e-07
NC_053451.1	32600000	32700000	1.154914941e-07
NC_053451.1	32700000	32800000	1.245737801e-07
NC_053451.1	32800000	32900000	1.495001637e-07
NC_053451.1	32900000	33000000	1.495001637e-07
NC_053451.1	33000000	33100000	1.430479048e-07
NC_053451.1	33100000	33200000	1.374961643e-07
NC_053451.1	33200000	33300000	1.374961643e-07
NC_053451.1	33300000	33400000	1.058675384e-07
NC_053451.1	33400000	33500000	6.536561784e-08
NC_053451.1	33500000	33600000	1.093490025e-07
NC_053451.1	33600000	33700000	8.677368078e-08
NC_053451.1	33700000	33800000	1.018392727e-07
NC_053451.1	33800000	33900000	5.430710267e-08
NC_053451.1	33900000	34000000	1.130160586e-07
NC_053451.1	34000000	34100000	2.02982591e-07
NC_053451.1	34100000	34200000	9.880266598e-08
NC_053451.1	34200000	34300000	9.823166651e-08
NC_053451.1	34300000	34400000	1.590580816e-07
NC_053451.1	34400000	34500000	1.853342112e-07
NC_053451.1	34500000	34600000	2.192890439e-07
NC_053451.1	34600000	34700000	9.310337804e-08
NC_053451.1	34700000	34800000	8.932372045e-08
NC_053451.1	34800000	34900000	1.531370579e-07
NC_053451.1	34900000	35000000	2.161458026e-07
NC_053451.1	35000000	35100000	2.185278757e-07
NC_053451.1	35100000	35200000	2.620035011e-07
NC_053451.1	35200000	35300000	3.508361683e-07
NC_053451.1	35300000	35400000	1.603379065e-07
NC_053451.1	35400000	35500000	1.988675792e-07
NC_053451.1	35500000	35600000	1.83465556e-07
NC_053451.1	35600000	35700000	3.833997261e-08
NC_053451.1	35700000	35800000	1.093111274e-07
NC_053451.1	35800000	35900000	9.470091931e-08
NC_053451.1	35900000	36000000	1.177225405e-07
NC_053451.1	36000000	36100000	1.00015409e-07
NC_053451.1	36100000	36200000	1.235872624e-07
NC_053451.1	36200000	36300000	1.149998829e-07
NC_053451.1	36300000	36400000	1.032414201e-07
NC_053451.1	36400000	36500000	2.612830338e-07
NC_053451.1	36500000	36600000	1.576800437e-07
NC_053451.1	36600000	36700000	1.746220953e-07
NC_053451.1	36700000	36800000	1.280200977e-07
NC_053451.1	36800000	36900000	1.250200522e-07
NC_053451.1	36900000	37000000	1.148810575e-07
NC_053451.1	37000000	37100000	7.877333222e-08
NC_053451.1	37100000	37200000	7.877333222e-08
NC_053451.1	37200000	37300000	9.066414743e-08
NC_053451.1	37300000	37400000	1.081446621e-07
NC_053451.1	37400000	37500000	1.121920314e-07
NC_053451.1	37500000	37600000	1.232139584e-07
NC_053451.1	37600000	37700000	1.120090752e-07
NC_053451.1	37700000	37800000	7.120825624e-08
NC_053451.1	37800000	37900000	7.387225191e-08
NC_053451.1	37900000	38000000	1.249184229e-07
NC_053451.1	38000000	38100000	1.499699432e-07
NC_053451.1	38100000	38200000	2.112128214e-07
NC_053451.1	38200000	38300000	1.839373144e-07
NC_053451.1	38300000	38400000	1.800423778e-07
NC_053451.1	38400000	38500000	1.826799569e-07
NC_053451.1	38500000	38600000	5.733568448e-07
NC_053451.1	38600000	38700000	1.954500824e-07
NC_053451.1	38700000	38800000	2.107042599e-07
NC_053451.1	38800000	38900000	2.086158097e-07
NC_053451.1	38900000	39000000	1.917231032e-07
NC_053451.1	39000000	39100000	1.61538294e-07
NC_053451.1	39100000	39200000	1.5220847e-07
NC_053451.1	39200000	39300000	1.194026998e-07
NC_053451.1	39300000	39400000	1.795119938e-07
NC_053451.1	39400000	39500000	8.659245812e-08
NC_053451.1	39500000	39600000	8.235885178e-08
NC_053451.1	39600000	39700000	7.268847123e-08
NC_053451.1	39700000	39800000	6.580485656e-08
NC_053451.1	39800000	39900000	7.525522125e-09
NC_053451.1	39900000	40000000	4.407486189e-08
NC_053451.1	40000000	40100000	4.554465767e-08
NC_053451.1	40100000	40200000	4.554465767e-08
NC_053451.1	40200000	40300000	4.554465767e-08
NC_053451.1	40300000	40400000	6.835818175e-08
NC_053451.1	40400000	40500000	7.697556049e-08
NC_053451.1	40500000	40600000	9.46151573e-08
NC_053451.1	40600000	40700000	1.213922345e-07
NC_053451.1	40700000	40800000	1.294204232e-07
NC_053451.1	40800000	40900000	1.391082636e-07
NC_053451.1	40900000	41000000	2.556842339e-07
NC_053451.1	41000000	41100000	1.518243202e-07
NC_053451.1	41100000	41200000	9.744379197e-08
NC_053451.1	41200000	41300000	9.96230832e-08
NC_053451.1	41300000	41400000	1.343845432e-07
NC_053451.1	41400000	41500000	2.061743654e-07
NC_053451.1	41500000	41600000	2.005476363e-07
NC_053451.1	41600000	41700000	2.0716926e-07
NC_053451.1	41700000	41800000	1.427064625e-07
NC_053451.1	41800000	41900000	1.417146604e-07
NC_053451.1	41900000	42000000	1.049603348e-07
NC_053451.1	42000000	42100000	1.049603348e-07
NC_053451.1	42100000	42200000	1.228531793e-07
NC_053451.1	42200000	42300000	1.228632315e-07
NC_053451.1	42300000	42400000	1.211127007e-07
NC_053451.1	42400000	42500000	1.162496607e-07
NC_053451.1	42500000	42600000	1.162496607e-07
NC_053451.1	42600000	42700000	1.468548834e-07
NC_053451.1	42700000	42800000	1.87040049e-07
NC_053451.1	42800000	42900000	1.119055862e-07
NC_053451.1	42900000	43000000	1.262000038e-07
NC_053451.1	43000000	43100000	1.685004062e-07
NC_053451.1	43100000	43200000	2.064268042e-07
NC_053451.1	43200000	43300000	2.472843737e-07
NC_053451.1	43300000	43400000	1.34543054e-07
NC_053451.1	43400000	43500000	1.909186502e-07
NC_053451.1	43500000	43600000	1.602274437e-07
NC_053451.1	43600000	43700000	3.26700993e-07
NC_053451.1	43700000	43800000	3.014551243e-07
NC_053451.1	43800000	43900000	1.730969421e-07
NC_053451.1	43900000	44000000	3.496332419e-07
NC_053451.1	44000000	44100000	1.859689276e-07
NC_053451.1	44100000	44200000	1.563129895e-07
NC_053451.1	44200000	44300000	1.080484823e-07
NC_053451.1	44300000	44400000	1.56782492e-07
NC_053451.1	44400000	44500000	3.088390211e-07
NC_053451.1	44500000	44600000	1.956420452e-07
NC_053451.1	44600000	44700000	7.854939562e-08
NC_053451.1	44700000	44800000	8.633511374e-08
NC_053451.1	44800000	44900000	2.966716638e-07
NC_053451.1	44900000	45000000	1.811104805e-07
NC_053451.1	45000000	45100000	1.2469809e-07
NC_053451.1	45100000	45200000	1.56169347e-07
NC_053451.1	45200000	45300000	1.594069417e-07
NC_053451.1	45300000	45400000	1.639341874e-07
NC_053451.1	45400000	45500000	2.561574536e-07
NC_053451.1	45500000	45600000	2.356518834e-07
NC_053451.1	45600000	45700000	2.581942783e-07
NC_053451.1	45700000	45800000	1.787907548e-07
NC_053451.1	45800000	45900000	4.709009707e-08
NC_053451.1	45900000	46000000	1.487116174e-07
NC_053451.1	46000000	46100000	1.495534272e-07
NC_053451.1	46100000	46200000	1.247187192e-07
NC_053451.1	46200000	46300000	2.161743624e-07
NC_053451.1	46300000	46400000	5.007589188e-07
NC_053451.1	46400000	46500000	1.069231697e-07
NC_053451.1	46500000	46600000	3.986227721e-07
NC_053451.1	46600000	46700000	4.07291504e-07
NC_053451.1	46700000	46800000	2.828663516e-07
NC_053451.1	46800000	46900000	2.234634856e-07
NC_053451.1	46900000	47000000	1.040157704e-07
NC_053451.1	47000000	47100000	1.047522694e-07
NC_053451.1	47100000	47200000	1.165930522e-07
NC_053451.1	47200000	47300000	1.712601393e-07
NC_053451.1	47300000	47400000	2.278398644e-07
NC_053451.1	47400000	47500000	3.222035942e-07
NC_053451.1	47500000	47600000	3.375483937e-07
NC_053451.1	47600000	47700000	3.05854645e-07
NC_053451.1	47700000	47800000	2.798791375e-07
NC_053451.1	47800000	47900000	5.034336524e-07
NC_053451.1	47900000	48000000	3.47928962e-07
NC_053451.1	48000000	48100000	2.802556681e-07
NC_053451.1	48100000	48200000	3.126112754e-07
NC_053451.1	48200000	48300000	2.425916727e-07
NC_053451.1	48300000	48400000	2.453394523e-07
NC_053451.1	48400000	48500000	3.462372189e-07
NC_053451.1	48500000	48600000	2.52966117e-07
NC_053451.1	48600000	48700000	7.216344351e-07
NC_053451.1	48700000	48800000	2.739877967e-07
NC_053451.1	48800000	48900000	2.330322951e-07
NC_053451.1	48900000	49000000	3.791965145e-07
NC_053451.1	49000000	49100000	4.934810776e-07
NC_053451.1	49100000	49200000	4.081734923e-07
NC_053451.1	49200000	49300000	1.999646569e-07
NC_053451.1	49300000	49400000	1.9776447e-07
NC_053451.1	49400000	49500000	1.628069627e-07
NC_053451.1	49500000	49600000	2.046227278e-07
NC_053451.1	49600000	49700000	7.355079299e-08
NC_053451.1	49700000	49800000	2.446497386e-07
NC_053451.1	49800000	49900000	2.663501779e-07
NC_053451.1	49900000	50000000	1.440705608e-07
NC_053451.1	50000000	50100000	4.16551719e-07
NC_053451.1	50100000	50200000	3.014001793e-07
NC_053451.1	50200000	50300000	9.293590864e-08
NC_053451.1	50300000	50400000	9.559778267e-08
NC_053451.1	50400000	50500000	9.532022465e-08
NC_053451.1	50500000	50600000	1.185516952e-07
NC_053451.1	50600000	50700000	1.288995356e-07
NC_053451.1	50700000	50800000	1.951983273e-07
NC_053451.1	50800000	50900000	1.520968765e-07
NC_053451.1	50900000	51000000	1.445634789e-07
NC_053451.1	51000000	51100000	1.394666663e-07
NC_053451.1	51100000	51200000	1.673794733e-07
NC_053451.1	51200000	51300000	1.751527249e-07
NC_053451.1	51300000	51400000	2.76936635e-07
NC_053451.1	51400000	51500000	2.222498702e-07
NC_053451.1	51500000	51600000	1.647131381e-07
NC_053451.1	51600000	51700000	1.451548124e-07
NC_053451.1	51700000	51800000	1.427583844e-07
NC_053451.1	51800000	51900000	1.415507912e-07
NC_053451.1	51900000	52000000	1.380000555e-07
NC_053451.1	52000000	52100000	1.380000555e-07
NC_053451.1	52100000	52200000	2.097227857e-07
NC_053451.1	52200000	52300000	2.632575286e-07
NC_053451.1	52300000	52400000	2.756300622e-07
NC_053451.1	52400000	52500000	2.75557465e-07
NC_053451.1	52500000	52600000	2.221561185e-07
NC_053451.1	52600000	52700000	2.138908725e-07
NC_053451.1	52700000	52800000	1.421132489e-07
NC_053451.1	52800000	52900000	1.247498238e-07
NC_053451.1	52900000	53000000	9.384329004e-08
NC_053451.1	53000000	53100000	1.028057069e-07
NC_053451.1	53100000	53200000	2.126076044e-07
NC_053451.1	53200000	53300000	1.813440261e-07
NC_053451.1	53300000	53400000	1.987288647e-07
NC_053451.1	53400000	53500000	4.087044529e-07
NC_053451.1	53500000	53600000	1.370340018e-07
NC_053451.1	53600000	53700000	1.566894322e-07
NC_053451.1	53700000	53800000	2.109663958e-07
NC_053451.1	53800000	53900000	1.517307782e-07
NC_053451.1	53900000	54000000	1.486051482e-07
NC_053451.1	54000000	54100000	1.345000679e-07
NC_053451.1	54100000	54200000	1.905836839e-07
NC_053451.1	54200000	54300000	1.669079172e-07
NC_053451.1	54300000	54400000	1.861278677e-07
NC_053451.1	54400000	54500000	1.887630779e-07
NC_053451.1	54500000	54600000	2.474140448e-07
NC_053451.1	54600000	54700000	1.108071082e-07
NC_053451.1	54700000	54800000	2.284254978e-07
NC_053451.1	54800000	54900000	2.672269893e-07
NC_053451.1	54900000	55000000	2.494081499e-07
NC_053451.1	55000000	55100000	2.013526754e-07
NC_053451.1	55100000	55200000	1.523096713e-07
NC_053451.1	55200000	55300000	2.252776563e-07
NC_053451.1	55300000	55400000	1.44831339e-07
NC_053451.1	55400000	55500000	1.861523986e-07
NC_053451.1	55500000	55600000	1.339088686e-07
NC_053451.1	55600000	55700000	2.498585534e-07
NC_053451.1	55700000	55800000	3.804236612e-07
NC_053451.1	55800000	55900000	3.384221776e-07
