site.id	RT-R_diff	RT-R_lwr	RT-R_upr	RT-R_p_value_adjusted	T-R_diff	T-R_lwr	T-R_upr	T-R_p_value_adjusted	T-RT_diff	T-RT_lwr	T-RT_upr	T-RT_p_value_adjusted	pop1	pop2	pst	rank	RU_13_T_NB027_BL_ADL_M	RU_13_T_NB028_BL_ADL_F	RU_13_T_NB029_BL_ADL_F	RU_13_T_NB031_BL_ADL_F	RU_13_T_NB033_BL_ADL_F	US_02_E_2171.28178_BL_ADL_U	US_02_E_2171.28179_BL_ADL_U	US_02_E_2171.28186_BL_ADL_U	US_02_E_2171.28193_BL_ADL_U	US_02_E_3121.88807_BL_ADL_U	US_02_E_3121.88831_BL_ADL_U	US_02_E_3121.88841_BL_ADL_U	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	extra	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type	category	loci.id	Rr	Rr.var	T	T.var	RT	RT.var	type
chr12_6343148	0.234026618322913	-0.0529921976364006	0.521045434282226	0.126589013479953	0.507107536399347	0.211519113233765	0.80269595956493	0.00061806564809419	0.273080918076435	-0.0349151674534953	0.581077003606364	0.0897582580216664	rustica.r	tytleri	0.3963436873144	11	0.925925925925926	0.977401129943503	0.946969696969697	0.963963963963964	0.967213114754098	0.0843373493975904	0.055045871559633	0.982035928143713	0.488505747126437	0.951807228915663	0	0.97029702970297	chr12	6343149	6343148	+	1	NA	intron 	XM_040075921.1, intron 22 of 22)	mRNA-intron (XM_040075918.1, intron 22 of 22)	-18173	XM_040076702.1	LOC120758443	XM_040076702	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr12_6343148	0.398245235940694	0.0935190946391808	0.905352772340041	0.0226201454961109	0.632271854263607	0.0939270795622363	other
chr02_24706788	0.130068838041184	-0.015576440775836	0.275714116858205	0.0869402893138772	0.236134540327838	0.0861406865690044	0.386128394086671	0.00156391963236091	0.106065702286653	-0.050224315152191	0.262355719725498	0.230745622042664	rustica.r	tytleri	0.389482673769798	12	0.671875	0.408450704225352	0.465909090909091	0.514563106796116	0.283018867924528	0.309090909090909	0.236842105263158	0.257575757575758	0.55	0.471698113207547	0.360655737704918	0.305084745762712	chr02	24706789	24706788	+	1	NA	Intergenic	NA	Intergenic	193684	XR_005704145.1	LOC120763898	XR_005704145	NA	NA	NA	NA	NA	lnc_RNA	opensea_Intergenic	chr02_24706788	0.215839582856429	0.00883565078120132	0.451974123184267	0.0185275746443348	0.345908420897613	0.0315274793378618	other
chr10_2039361_2040657	-0.0090969826828452	-0.0310007007706605	0.0128067354049701	0.565988980530864	0.0393285967441488	0.0167708927504197	0.0618863007378778	0.000513707711617739	0.048425579426994	0.024920989990758	0.07193016886323	6.15171658279179e-05	rustica.r	tytleri	0.378025227480363	13	0.782074157742242	0.743899985881032	0.781589856637092	0.771907916135466	0.809528035772424	0.699171781313105	0.707742035461881	0.756007913303825	0.716513243049395	0.689955584525066	0.730600410947588	0.755128220302712	chr10	2039362	2039361	+	1	NA	intron 	XM_040076876.1, intron 1 of 13)	mRNA-intron (XM_040076876.1, intron 1 of 13)	5732	XM_040076876.1	SEMA7A	XM_040076876	NA	NA	NA	NA	NA	mRNA	island_intron 	chr10_2039361	0.739308435272141	0.000453677564445208	0.77863703201629	0.000372180600914857	0.730211452589296	0.000444481326388756	rustica dominant
chr18_10684852	0.0930574375191954	0.00317463891651953	0.182940236121871	0.0413080285671704	0.167449786106003	0.0748833297227363	0.260016242489269	0.000332103116062576	0.0743923485868075	-0.0220596907457759	0.170844387919391	0.154996860503001	rustica.r	tytleri	0.367081474776527	14	0.705128205128205	0.593220338983051	0.568627450980392	0.660714285714286	0.584615384615385	0.674698795180723	0.617283950617284	0.602739726027397	0.426229508196721	0.444444444444444	0.578947368421053	0.522727272727273	chr18	10684853	10684852	+	1	NA	Intergenic	NA	Intergenic	55431	XM_040081997.1	SOX9	XM_040081997	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr18_10684852	0.406177014885266	0.00831131977145825	0.573626800991269	0.00590013120622619	0.499234452404461	0.00698977896333735	tytleri dominant
chr15_946842	-0.0429699555952192	-0.154213005412849	0.0682730942224102	0.61028420478393	0.154294131982165	0.0397296649320862	0.268858599032244	0.00665515322592125	0.197264087577384	0.0778906459034499	0.316637529251319	0.000937447232696065	rustica.r	tytleri	0.366315575713541	15	0.80952380952381	0.925	0.940298507462687	0.882978723404255	0.705882352941177	0.89041095890411	0.898876404494382	0.90625	NA	0.9375	0.942857142857143	0.684210526315789	chr15	946843	946842	+	1	NA	intron 	XM_040080599.1, intron 6 of 11)	mRNA-intron (XM_040080599.1, intron 6 of 11)	22964	XM_040080599.1	GLT1D1	XM_040080599	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr15_946842	0.698535955419704	0.00469628817312751	0.852830087401869	0.00573253588312837	0.655565999824485	0.0234647722691969	rustica dominant
chr07_7203726	0.0502021441409546	-0.0127677721101767	0.113172060392086	0.137715927100559	0.0983931289812912	0.0335431009811087	0.163243156981474	0.00226307647905333	0.0481909848403366	-0.0193811973062346	0.115763166986908	0.199843354768721	rustica.r	tytleri	0.364330393023002	16	0.268292682926829	0.238095238095238	0.131313131313131	0.197530864197531	0.198019801980198	0.208333333333333	0.154545454545455	0.280701754385965	0.16	0.209876543209877	0.216216216216216	0.238805970149254	chr07	7203727	7203726	+	1	NA	intron 	XM_040069652.1, intron 1 of 1)	mRNA-intron (XM_040069652.1, intron 1 of 1)	40256	XM_040069653.1	LYPD1	XM_040069653	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr07_7203726	0.125944560466328	0.00310098923632657	0.224337689447619	0.00243498257432079	0.176146704607282	0.00503598609447193	other
chr11_17906495	-0.444007196676941	-0.697719027446101	-0.190295365907781	0.000491737231835931	-0.458028298158285	-0.719315279448529	-0.19674131686804	0.000482269814362057	-0.0140211014813433	-0.286275902855099	0.258233699892412	0.991090575936936	rustica.r	tytleri	0.357427089472675	17	0	0	0.0108695652173913	0.387596899224806	0.23134328358209	0.398496240601504	0.746376811594203	0	0.338842975206612	0	0.810650887573965	0.791139240506329	chr11	17906496	17906495	+	1	NA	Intergenic	NA	Intergenic	31890	XM_040075236.1	SLC7A9	XM_040075236	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr11_17906495	0.704202776444323	0.0298023438664856	0.246174478286039	0.0663176412063928	0.260195579767382	0.0830416410437345	tytleri dominant
chr11_21278763	0.0746265696444497	-0.0485043965263048	0.197757535815204	0.304608715721923	0.212492453537751	0.0815472946760015	0.343437612399501	0.00120972913910455	0.137865883893302	0.00419240786806668	0.271539359918537	0.0422675639826927	rustica.r	tytleri	0.355749041274827	18	0.234375	0.448275862068966	0.421052631578947	0.246575342465753	NA	NA	0.0188679245283019	0.456140350877193	0	0.0350877192982456	0.220338983050847	0.26530612244898	chr11	21278764	21278763	+	1	NA	Intergenic	NA	Intergenic	16685	XM_040075673.1	RRAD	XM_040075673	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr11_21278763	0.174006037108277	0.0100537437100693	0.386498490646028	0.0176364568767995	0.248632606752727	0.0122674314331733	rustica dominant
chr26_4462905	0.0654536469764929	-0.0443686337508931	0.175275927703879	0.314068117551897	0.165302984914257	0.0377385390631433	0.29286743076537	0.00949645722633807	0.099849337937764	-0.0299467251941648	0.229645401069693	0.154498779149787	rustica.r	tytleri	0.352678530565767	19	0.914285714285714	0.825	0.790697674418605	0.8	NA	NA	0.705882352941177	0.833333333333333	0.732142857142857	0.73469387755102	0.729166666666667	0.693877551020408	chr26	4462906	4462905	+	1	NA	exon 	XM_040085734.1, exon 10 of 10)	mRNA-exon (XM_040085734.1, exon 10 of 10)	-2907	XM_040085470.1	RHOC	XM_040085471	NA	NA	NA	NA	NA	mRNA	opensea_exon 	chr26_4462905	0.665884722726939	0.0091596158699989	0.831187707641196	0.00224040504519816	0.731338369703432	0.0155918047794957	other
chr15_6773541	0.0215490460270118	-0.0443388355481288	0.0874369276021524	0.699598770374827	0.0747505107355156	0.00697237174251701	0.142528649728514	0.0284452427910872	0.0532014647085038	-0.0160849015621787	0.122487830979186	0.156980555035432	rustica.r	tytleri	0.347275322993999	20	0.78125	0.753086419753086	0.779487179487179	0.799043062200957	0.779005524861878	0.584905660377358	0.75531914893617	0.832167832167832	0.736842105263158	0.72289156626506	0.746835443037975	0.65891472868217	chr15	6773542	6773541	+	1	NA	intron 	XM_040080812.1, intron 6 of 18)	mRNA-intron (XM_040080795.1, intron 7 of 19)	-81733	XM_040080731.1	CHFR	XM_040080729	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr15_6773541	0.708941515607713	0.00233668372382864	0.783692026343228	0.000396129256044489	0.730490561634724	0.00814858920085689	other
chr03_9708118	0.0042907001180591	-0.130514599441577	0.139095999677695	0.996586702629193	0.285887053845759	0.147056831868795	0.424717275822723	6.19339336808133e-05	0.2815963537277	0.136938574291584	0.426254133163816	0.00013204901858066	rustica.r	tytleri	0.341583838994078	21	0.691275167785235	0.807692307692308	0.820987654320988	0.418994413407821	0.710982658959538	0.447513812154696	0.650602409638554	0.496969696969697	0.263888888888889	0.248275862068966	0.4375	0.333333333333333	chr03	9708119	9708118	+	1	NA	Intergenic	NA	Intergenic	26791	XR_005700001.1	LOC120750464	XR_005700001	NA	NA	NA	NA	NA	lnc_RNA	opensea_Intergenic	chr03_9708118	0.404243038805782	0.0191937360212091	0.690130092651542	0.0158771974348549	0.408533738923841	0.0127971958541397	rustica dominant
chr01A_46483209	-0.417878703759707	-0.724295181151657	-0.111462226367757	0.00606656052076193	-0.579906487948823	-0.895113747583233	-0.264699228314413	0.00028332122922281	-0.162027784189116	-0.484249166580036	0.160193598201803	0.436800722406491	rustica.r	tytleri	0.340201291328764	22	0	0.965116279069767	0.53125	0.0294117647058824	0.320987654320988	0.881818181818182	0.37037037037037	0.375	0.946428571428571	0.387755102040816	0	0.884615384615385	chr01A	46483210	46483209	+	1	NA	Intergenic	NA	Intergenic	-5420	XM_040062857.1	PLXNC1	XM_040062856	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr01A_46483209	0.927647410268174	0.00312253178742205	0.347740922319351	0.142968321872853	0.509768706508467	0.109452123182536	tytleri dominant
chr13_323907	0.0745197603313263	0.0232739309782399	0.125765589684413	0.00351645311034232	0.0805185507473526	0.0292727213942662	0.131764380100439	0.00168093211979692	0.00599879041602625	-0.0477482888413084	0.0597458696733609	0.958552208410437	rustica.r	tytleri	0.339384809427053	23	0.86734693877551	0.82	0.753846153846154	0.847058823529412	0.810810810810811	0.753424657534247	0.927272727272727	0.784313725490196	0.914285714285714	0.77027027027027	0.891089108910891	0.659340659340659	chr13	323908	323907	+	1	NA	exon 	XM_040078476.1, exon 10 of 10)	mRNA-exon (XM_040078476.1, exon 10 of 10)	32298	XM_040078027.1	TCERG1	XM_040078027	NA	NA	NA	NA	NA	mRNA	opensea_exon 	chr13_323907	0.755767465889042	0.00142982317134687	0.836286016636394	0.00281243090239008	0.830287226220368	0.00224239840150329	tytleri dominant
chr04_23147291	0.0180846743784223	-0.022640722972371	0.0588100717292157	0.522753003478409	0.0585234779472131	0.0165821301457531	0.100464825748673	0.00491565399039862	0.0404388035687908	-0.00326308030865297	0.0841406874462346	0.0738782985125205	rustica.r	tytleri	0.335852348099665	24	0.853846153846154	0.862857142857143	0.895522388059702	0.873303167420814	0.885844748858447	0.782608695652174	0.829545454545455	0.8	0.788135593220339	0.7	0.889655172413793	0.597222222222222	chr04	23147292	23147291	+	1	NA	exon 	XM_040064496.1, exon 5 of 5)	mRNA-exon (XM_040064496.1, exon 5 of 5)	7609	XM_040064499.1	RBM47	XM_040064497	NA	NA	NA	NA	NA	mRNA	opensea_exon 	chr04_23147291	0.794672607621431	0.00138413964340083	0.853196085568644	0.000942643656768671	0.812757281999854	0.00206745181298924	other
chr10_12771614	0.0481151211605177	-0.0441977655132154	0.140428007834251	0.405086482199212	0.139109025957678	0.0467961392839449	0.231421912631411	0.00280573059302214	0.0909939047971603	-0.00399527193263571	0.185983081526956	0.0620920446047909	rustica.r	tytleri	0.335634836449022	25	0.888888888888889	0.883720930232558	NA	0.92156862745098	0.94	0.872727272727273	0.9	0.892857142857143	0.854166666666667	0.736842105263158	0.736842105263158	NA	chr10	12771615	12771614	+	1	NA	Intergenic	NA	Intergenic	23532	XM_040077269.1	AEN	XM_040077270	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr10_12771614	0.766747111214278	0.00877203381707777	0.905856137171956	0.00126376683512189	0.814862232374796	0.0066861705502868	other
chr07_36518714	0.106189840939813	0.0226358480087214	0.189743833870904	0.0108838759649331	0.14232788254731	0.052210909256521	0.232444855838099	0.00164322725806199	0.0361380416074971	-0.0593522360280359	0.13162831924303	0.619007760212104	rustica.r	tytleri	0.335544680220587	26	0.775	0.837209302325581	1	0.85	0.857142857142857	0.729166666666667	0.882352941176471	0.805555555555556	0.95	NA	0.852941176470588	0.941176470588235	chr07	36518715	36518714	+	1	NA	exon 	XM_040070228.1, exon 2 of 19)	mRNA-exon (XM_040070228.1, exon 2 of 19)	11095	XM_040070228.1	IQCA1	XM_040070228	NA	NA	NA	NA	NA	mRNA	opensea_exon 	chr07_36518714	0.726309727535483	0.00695870515886776	0.868637610082793	0.00494044444820145	0.832499568475296	0.00481070457789898	tytleri dominant
chr04_67914482	-0.0340134924697791	-0.0721519517002263	0.00412496676066807	0.0873149522933788	-0.0615856299533626	-0.100818243431034	-0.0223530164756915	0.0016519027587294	-0.0275721374835834	-0.0676777713584061	0.0125334963912392	0.221873128457576	rustica.r	tytleri	0.331877064137621	27	0.68361581920904	0.7	0.699481865284974	0.712195121951219	0.694581280788177	0.874213836477987	0.735159817351598	0.775757575757576	0.797687861271676	0.689024390243902	0.766871165644172	0.742690058479532	chr04	67914483	67914482	+	1	NA	Intergenic	NA	Intergenic	40337	XM_040065817.1	C5H4orf33	XM_040065817	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr04_67914482	0.766956715768745	0.00131753591031618	0.705371085815382	0.000404659826836889	0.732943223298966	0.00189447766137338	other
chr21_6501256	-0.0379628298486063	-0.124241885871551	0.0483162261743383	0.527748214149715	-0.135928370260441	-0.227902153013329	-0.0439545875075528	0.00296984552784485	-0.0979655404118346	-0.193547499227217	-0.00238358159645197	0.0437334868748636	rustica.r	tytleri	0.331620444987794	28	0.318181818181818	NA	0.439024390243902	0.395348837209302	0.306666666666667	0.539823008849557	0.363636363636364	0.461538461538462	0.336363636363636	0.291666666666667	0.454545454545455	0.542168674698795	chr21	6501257	6501256	+	1	NA	Intergenic	NA	Intergenic	26976	XM_040084809.1	RERE	XM_040084808	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr21_6501256	0.525654445703799	0.00373759738417796	0.389726075443358	0.00504306248980493	0.487691615855192	0.0113243121819652	rustica dominant
chr08_27435620	0.0222992600671153	-0.040009845335169	0.0846083654693995	0.652760716703447	0.0877595877634282	0.021337858227207	0.154181317299649	0.00787560684263044	0.0654603276963129	-0.0035671584736871	0.134487813866313	0.0655813897055554	rustica.r	tytleri	0.326998822630181	29	0.188888888888889	0.217391304347826	NA	0.158415841584158	0.163934426229508	0.16	0.129032258064516	0.117647058823529	0.170454545454545	0.0898876404494382	0.196428571428571	0.105263157894737	chr08	27435621	27435620	+	1	NA	Intergenic	NA	Intergenic	-4279	XM_040072597.1	NOTCH2	XM_040072597	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr08_27435620	0.0750717758131613	0.00150797023922024	0.16283136357659	0.00238111106781819	0.0973710358802766	0.00663930701026439	other
chr03_80601145	-0.0659343629897953	-0.159434639314944	0.0275659133353531	0.206713507228769	-0.128135747076687	-0.224427689303968	-0.0318438048494055	0.00735104569248446	-0.0622013840868915	-0.162535290795623	0.0381325226218405	0.290821654529771	rustica.r	tytleri	0.323307756026584	30	0.609756097560976	0.634615384615385	0.641975308641975	0.6875	0.592105263157895	NA	0.403225806451613	0.62962962962963	0.542857142857143	0.657657657657658	0.541284403669725	0.755905511811024	chr03	80601146	80601145	+	1	NA	Intergenic	NA	Intergenic	100219	XR_005700019.1	LOC120750493	XR_005700019	NA	NA	NA	NA	NA	lnc_RNA	opensea_Intergenic	chr03_80601145	0.747029250485131	0.00595413513472213	0.618893503408445	0.00411635839627363	0.681094887495336	0.0132950835273833	other
chr04A_1178167	-0.0543583474469698	-0.163518702085617	0.054802007191677	0.444661136642348	-0.182215476381106	-0.294635064595167	-0.069795888167045	0.00115392286506133	-0.127857128934136	-0.24499565802809	-0.0107185998401828	0.0302532050182442	rustica.r	tytleri	0.322081036679958	31	0.261904761904762	0.325	0.287234042553192	0.48314606741573	0.383561643835616	0.294736842105263	0.451612903225806	0.405405405405405	0.602941176470588	0.484848484848485	0.271428571428571	0.257425742574257	chr04A	1178168	1178167	+	1	NA	Intergenic	NA	Intergenic	7063	XR_005703818.1	LOC120762096	XR_005703818	NA	NA	NA	NA	NA	lnc_RNA	opensea_Intergenic	chr04A_1178167	0.551450051144286	0.00872145664400216	0.36923457476318	0.0102199271716252	0.497091703697316	0.013284011448506	rustica dominant
chr05_58480991_58482594	0.0177567986008759	-0.02410652619369	0.0596201233954419	0.55260304677629	0.0751869706015437	0.032073719914005	0.118300221289082	0.000512090143354293	0.0574301720006677	0.0125071932722553	0.10235315072908	0.0101223922798626	rustica.r	tytleri	0.319072863707973	32	0.33006608011822	0.340727755284034	0.413306763996757	0.419135513406251	0.325680036171341	0.319209570478817	0.215735432723767	0.254054511411077	0.262088748992182	0.186781996544991	0.258893404406628	0.294084643692284	chr05	58481694	58481693	+	1	NA	promoter-TSS 	XM_040067759.1)	mRNA-promoter-TSS (XM_040067759.1)	99	XM_040067759.1	APLNR	XM_040067759	NA	NA	NA	NA	NA	mRNA	island_promoter-TSS 	chr05_58481693	0.273038874433103	0.00101088135812748	0.348225845034647	0.00311666421333098	0.290795673033979	0.000851681265023106	rustica dominant
